title,release_year,runtime_minutes,main_genre,maturity_rating,imdb_score,content_format,content_type,imdb_votes
The Ark and the Darkness,2024,125,Documentary,Not Rated,5.3,MOVIE,Cinema,494
Shaan,2022,150,Action,Not Rated,6,MOVIE,Cinema,510
Moscow Never Sleeps,2019,100,Drama,Not Rated,5.5,MOVIE,Cinema,334
Harold and the Purple Crayon,2024,90,High-Concept Comedy,PG,5.7,MOVIE,Cinema,8000
Humanist Vampire Seeking Consenting Suicidal Person,2024,90,Coming-of-Age,Not Rated,7,MOVIE,Cinema,8000
Bergman Island,2021,112,Comedy,R,6.6,MOVIE,Cinema,11000
80 for Brady,2023,98,Football,PG-13,5.9,MOVIE,Cinema,13000
Max Steel,2016,92,Superhero,PG-13,4.6,MOVIE,Cinema,21000
The Forest,2016,93,Supernatural Horror,PG-13,4.8,MOVIE,Cinema,47000
Second Act,2018,103,Comedy,PG-13,5.8,MOVIE,Cinema,31000
Manchester by the Sea,2016,137,Psychological Drama,R,7.8,MOVIE,Cinema,330000
Avatar: The Way of Water,2022,192,Action Epic,PG-13,7.5,MOVIE,Cinema,530000
Pixels,2015,105,Alien Invasion,PG-13,5.6,MOVIE,Cinema,169000
Demolition,2016,101,Comedy,R,7,MOVIE,Cinema,121000
The House with a Clock in Its Walls,2018,105,Dark Fantasy,PG,6.1,MOVIE,Cinema,57000
Free Fire,2017,91,Dark Comedy,R,6.3,MOVIE,Cinema,52000
Muori di lei,2025,103,Comedy,Not Rated,6.9,MOVIE,Cinema,23
The Fate of the Furious,2017,136,Car Action,PG-13,6.6,MOVIE,Cinema,263000
Alpha,2018,96,Adventure,PG-13,6.6,MOVIE,Cinema,68000
The Green Knight,2021,130,Adventure Epic,R,6.6,MOVIE,Cinema,125000
Only the Brave,2017,134,Disaster,PG-13,7.6,MOVIE,Cinema,83000
Godard Mon Amour,2019,107,Biography,R,6.6,MOVIE,Cinema,6200
Absolution,2024,112,Gangster,R,5.2,MOVIE,Cinema,7500
Cars 3,2017,102,Car Action,G,6.7,MOVIE,Cinema,134000
The Hero,2017,96,Contemporary Western,R,6.5,MOVIE,Cinema,11000
Hypnotic,2023,93,Conspiracy Thriller,R,5.5,MOVIE,Cinema,42000
The Professor and the Madman,2019,124,Prison Drama,Not Rated,7.2,MOVIE,Cinema,53000
Gloria,2015,126,Biography,R,6.7,MOVIE,Cinema,2100
Strange World,2022,102,Computer Animation,PG,5.7,MOVIE,Cinema,48000
Futuro Beach,2015,106,Tragedy,Not Rated,6.3,MOVIE,Cinema,3500
Annabelle: Creation,2017,109,Supernatural Horror,R,6.5,MOVIE,Cinema,158000
Captive,2015,97,True Crime,PG-13,5.4,MOVIE,Cinema,7400
The Favourite,2018,119,Costume Drama,R,7.5,MOVIE,Cinema,246000
Ahed's Knee,2021,109,Drama,Not Rated,6.3,MOVIE,Cinema,1500
The 355,2022,122,Cyber Thriller,PG-13,5.6,MOVIE,Cinema,41000
Silence,2017,161,Period Drama,R,7.2,MOVIE,Cinema,127000
American Deep State,2020,139,Documentary,PG-13,7.7,MOVIE,Cinema,590
Batman v Superman: Dawn of Justice,2016,151,Superhero,R,6.5,MOVIE,Cinema,769000
The Darkness,2016,92,Supernatural Horror,PG-13,4.5,MOVIE,Cinema,17000
The Mercy,2018,112,Period Drama,Not Rated,6,MOVIE,Cinema,10000
We Are the Flesh,2017,79,Drama,Not Rated,4.7,MOVIE,Cinema,3600
Equity,2016,100,Drama,R,5.6,MOVIE,Cinema,3900
Kensuke's Kingdom,2024,85,Adventure,PG,6.9,MOVIE,Cinema,1100
WARx2,2016,117,Comedy,PG-13,7.2,MOVIE,Cinema,1200
Escape Room,2019,99,Psychological Horror,PG-13,6.4,MOVIE,Cinema,150000
The Secret of Kells,2016,75,Adventure,Not Rated,7.5,MOVIE,Cinema,39000
Nomadland,2021,107,Road Trip,R,7.3,MOVIE,Cinema,192000
Bade Miyan Chote Miyan,2024,163,Action Epic,Not Rated,3.8,MOVIE,Cinema,39000
Acharya,2022,152,Action,Not Rated,3.8,MOVIE,Cinema,5200
Nope,2022,130,Alien Invasion,R,6.8,MOVIE,Cinema,296000
Lost Illusions,2022,149,Drama,Not Rated,7.4,MOVIE,Cinema,7000
Shortcut,2020,80,Adventure,R,4.1,MOVIE,Cinema,2000
The Beast,2024,146,Drama,Not Rated,6.5,MOVIE,Cinema,9600
Sorry Angel,2019,132,Comedy,Not Rated,6.8,MOVIE,Cinema,4300
Tom of Finland,2017,117,Biography,Not Rated,6.8,MOVIE,Cinema,6600
The Art of Racing in the Rain,2019,109,Comedy,PG,7.6,MOVIE,Cinema,42000
Honest Thief,2020,99,Dark Comedy,PG-13,6,MOVIE,Cinema,60000
Speak No Evil,2022,97,Psychological Drama,Not Rated,6.6,MOVIE,Cinema,57000
Zoolander 2,2016,101,Slapstick,PG-13,4.7,MOVIE,Cinema,79000
Lowriders,2017,98,Adventure,PG-13,5.7,MOVIE,Cinema,2800
Regression,2015,106,True Crime,R,5.6,MOVIE,Cinema,44000
A Dog's Purpose,2017,100,Animal Adventure,PG,7.3,MOVIE,Cinema,83000
Star Wars: Episode VII - The Force Awakens,2015,138,Action Epic,PG-13,7.8,MOVIE,Cinema,996000
Den of Thieves,2018,140,Cop Drama,R,7,MOVIE,Cinema,140000
Fantasy Island,2020,109,Supernatural Horror,PG-13,4.9,MOVIE,Cinema,61000
Area 51,2015,91,Found Footage Horror,R,4.3,MOVIE,Cinema,16000
Childless,2015,90,Drama,R,4.2,MOVIE,Cinema,122
Smurfs: The Lost Village,2017,90,Computer Animation,PG,6,MOVIE,Cinema,26000
Insidious: The Last Key,2018,103,Supernatural Horror,PG-13,5.7,MOVIE,Cinema,75000
Whiskey Tango Foxtrot,2016,112,Dark Comedy,R,6.6,MOVIE,Cinema,58000
Overboard,2018,112,Romantic Comedy,PG-13,6,MOVIE,Cinema,43000
Free Guy,2021,115,Artificial Intelligence,PG-13,7.1,MOVIE,Cinema,458000
Monkey Man,2024,121,Action Epic,R,6.8,MOVIE,Cinema,90000
About Endlessness,2021,78,Comedy,Not Rated,6.8,MOVIE,Cinema,8300
Long Shot,2019,125,Romantic Comedy,R,6.8,MOVIE,Cinema,125000
Brothers,2015,156,Martial Arts,Not Rated,6.4,MOVIE,Cinema,14000
120 BPM,2017,143,Drama,Not Rated,7.4,MOVIE,Cinema,17000
Juvenile Delinquents,2020,118,Drama,R,6.3,MOVIE,Cinema,111
Borders of Love,2022,95,Drama,Not Rated,5.5,MOVIE,Cinema,997
Chernobyl: Abyss,2021,136,Drama,Not Rated,5.2,MOVIE,Cinema,11000
The Kitchen,2019,102,Gangster,R,5.6,MOVIE,Cinema,24000
Eye in the Sky,2016,102,Action,R,7.3,MOVIE,Cinema,94000
Pawn Sacrifice,2015,115,Biography,PG-13,7,MOVIE,Cinema,52000
Baaghi,2016,133,Martial Arts,Not Rated,5.3,MOVIE,Cinema,11000
The Beach Bum,2019,95,Stoner Comedy,R,5.5,MOVIE,Cinema,26000
The King of Staten Island,2020,136,Coming-of-Age,R,7.1,MOVIE,Cinema,79000
Respect,2021,145,Docudrama,PG-13,6.6,MOVIE,Cinema,19000
Virgin,2020,114,Drama,R,5.6,MOVIE,Cinema,610
Every Day,2018,97,Drama,PG-13,6.4,MOVIE,Cinema,25000
Breakthrough,2019,116,Medical Drama,PG,6.3,MOVIE,Cinema,11000
The Innocents,2016,115,Drama,PG-13,7.3,MOVIE,Cinema,12000
A Walk in the Woods,2015,104,Adventure,R,6.4,MOVIE,Cinema,31000
Florence Foster Jenkins,2016,111,Biography,PG-13,6.8,MOVIE,Cinema,61000
God of War,2017,128,Action,Not Rated,6.4,MOVIE,Cinema,2500
Project Wolf Hunting,2023,122,Monster Horror,Not Rated,6,MOVIE,Cinema,8300
Little Women,2019,135,Coming-of-Age,PG,7.8,MOVIE,Cinema,265000
Cupcakes,2015,92,Parody,Not Rated,6,MOVIE,Cinema,672
Jackass Forever,2022,96,Slapstick,R,6.8,MOVIE,Cinema,53000
Billie Eilish Live at the O2,2023,105,Concert,Not Rated,7.8,MOVIE,Cinema,220
Never Gonna Snow Again,2021,116,Dark Comedy,Not Rated,6.4,MOVIE,Cinema,2900
I'm Not Ashamed,2018,112,Docudrama,PG-13,5.8,MOVIE,Cinema,4400
Waterman,2022,88,Biography,Not Rated,8.2,MOVIE,Cinema,231
Homestead,2024,112,Action,PG-13,5.4,MOVIE,Cinema,3400
Disobedience,2018,114,Drama,R,6.6,MOVIE,Cinema,38000
Bros,2022,115,Raunchy Comedy,R,6.4,MOVIE,Cinema,38000
Brahmastra Part One: Shiva,2022,167,Action Epic,Not Rated,5.6,MOVIE,Cinema,114000
Sex and the Future,2020,90,Comedy,Not Rated,2.2,MOVIE,Cinema,424
Andhadhun,2018,139,Conspiracy Thriller,Not Rated,8.2,MOVIE,Cinema,108000
Masterminds,2016,95,Caper,PG-13,5.8,MOVIE,Cinema,63000
Spider-Man: Into the Spider-Verse,2018,117,Computer Animation,PG,8.4,MOVIE,Cinema,723000
The Accidental Getaway Driver,2023,102,Drama,R,6.5,MOVIE,Cinema,177
Leap!,2017,89,Computer Animation,PG,6.8,MOVIE,Cinema,25000
Action Point,2018,85,Comedy,R,5.1,MOVIE,Cinema,12000
Maleficent: Mistress of Evil,2019,119,Dark Fantasy,PG,6.6,MOVIE,Cinema,125000
Always and Forever,2020,98,Thriller,PG-13,4.2,MOVIE,Cinema,671
Eileen,2023,97,Period Drama,R,5.9,MOVIE,Cinema,17000
Jason Bourne,2016,123,Action,PG-13,6.6,MOVIE,Cinema,249000
Midway,2019,138,War Epic,PG-13,6.7,MOVIE,Cinema,100000
Avant qu'on explose,2019,108,Comedy,Not Rated,6.6,MOVIE,Cinema,160
A Haunting in Venice,2023,103,Psychological Horror,PG-13,6.5,MOVIE,Cinema,130000
Storks,2016,87,Animal Adventure,PG,6.8,MOVIE,Cinema,70000
Poor Boy,2016,104,Drama,Not Rated,4.1,MOVIE,Cinema,253
Tubelight,2017,136,Drama,Not Rated,3.9,MOVIE,Cinema,22000
Snowden,2016,134,True Crime,R,7.3,MOVIE,Cinema,168000
Oceans Are the Real Continents,2025,119,Drama,Not Rated,7.1,MOVIE,Cinema,170
Double Lover,2017,107,Drama,Not Rated,6.2,MOVIE,Cinema,14000
The Wretched,2020,95,Folk Horror,Not Rated,5.8,MOVIE,Cinema,21000
Pleasure,2021,109,Drama,R,6.3,MOVIE,Cinema,25000
The In-Law Gang!,2023,97,Action,Not Rated,5.2,MOVIE,Cinema,41
Cocaine Bear,2023,95,Dark Comedy,R,5.9,MOVIE,Cinema,119000
Operation Mincemeat,2022,128,Period Drama,PG-13,6.6,MOVIE,Cinema,40000
Walk With Me,2017,94,Faith & Spirituality Documentary,Not Rated,6.3,MOVIE,Cinema,1100
No Ordinary Man,2021,83,Biography,Not Rated,6.9,MOVIE,Cinema,416
Hockeyland,2022,108,Documentary,Not Rated,7,MOVIE,Cinema,224
The Animal Kingdom,2024,128,Adventure,Not Rated,6.7,MOVIE,Cinema,10000
No Escapes,2020,131,Action,Not Rated,6.5,MOVIE,Cinema,1800
M3GAN,2023,102,Artificial Intelligence,PG-13,6.3,MOVIE,Cinema,161000
Battle of the Sexes,2017,121,Docudrama,PG-13,6.7,MOVIE,Cinema,62000
Woman at War,2018,101,Adventure,Not Rated,7.4,MOVIE,Cinema,12000
Green Book,2018,130,Docudrama,PG-13,8.2,MOVIE,Cinema,628000
Huevos: Little Rooster's Egg-cellent Adventure,2015,98,Adult Animation,PG,5.7,MOVIE,Cinema,1300
Secret in Their Eyes,2015,111,Whodunnit,PG-13,6.3,MOVIE,Cinema,53000
Venom,2018,112,Kaiju,PG-13,6.6,MOVIE,Cinema,573000
Flatliners,2017,109,Teen Horror,PG-13,5.2,MOVIE,Cinema,52000
The Competition,2019,121,Documentary,Not Rated,7,MOVIE,Cinema,370
The Nun,2018,96,Supernatural Horror,R,5.4,MOVIE,Cinema,181000
God Knows Where I Am,2016,97,Biography,Not Rated,7.2,MOVIE,Cinema,994
Nocturama,2017,130,Drama,Not Rated,6.4,MOVIE,Cinema,5500
Wonder,2017,113,Coming-of-Age,PG,7.9,MOVIE,Cinema,187000
Kedarnath,2018,116,Disaster,Not Rated,6.8,MOVIE,Cinema,16000
Hillsong: Let Hope Rise,2016,103,Documentary,PG,6,MOVIE,Cinema,928
Saw X,2023,118,Body Horror,R,6.6,MOVIE,Cinema,88000
Ip Man 4: The Finale,2019,107,Kung Fu,Not Rated,7,MOVIE,Cinema,39000
Monster Trucks,2017,104,Car Action,PG,5.7,MOVIE,Cinema,20000
Inside the Rain,2020,90,Comedy,TV-MA,4.6,MOVIE,Cinema,364
The Peanut Butter Falcon,2019,97,Coming-of-Age,PG-13,7.6,MOVIE,Cinema,113000
Fly Me to the Moon,2024,132,Romantic Comedy,PG-13,6.6,MOVIE,Cinema,48000
Under the Tree,2018,89,Dark Comedy,Not Rated,6.8,MOVIE,Cinema,5700
CHIPS,2017,100,Buddy Cop,R,6,MOVIE,Cinema,52000
The Disaster Artist,2017,104,Dark Comedy,R,7.3,MOVIE,Cinema,168000
Krampus,2015,98,Dark Fantasy,PG-13,6.2,MOVIE,Cinema,90000
I Smile Back,2015,85,Drama,R,6.2,MOVIE,Cinema,5800
Asterix & Obelix: The Middle Kingdom,2023,112,Buddy Comedy,TV-PG,5.1,MOVIE,Cinema,12000
The Other Side of Hope,2017,100,Comedy,Not Rated,7.2,MOVIE,Cinema,14000
Jurassic World: Dominion,2022,147,Dinosaur Adventure,PG-13,5.6,MOVIE,Cinema,221000
The Bye Bye Man,2017,96,Drama,PG-13,4.3,MOVIE,Cinema,27000
Fall,2022,107,Survival,PG-13,6.4,MOVIE,Cinema,120000
Manglehorn,2015,97,Drama,PG-13,5.5,MOVIE,Cinema,8200
Child 44,2015,137,True Crime,R,6.4,MOVIE,Cinema,78000
Halloween Ends,2022,111,Dark Romance,R,5,MOVIE,Cinema,78000
Hitman: Agent 47,2015,96,Action,R,5.7,MOVIE,Cinema,99000
Monsters of Man,2020,131,Artificial Intelligence,Not Rated,5.4,MOVIE,Cinema,8800
What We Do in the Shadows,2015,86,Dark Comedy,R,7.6,MOVIE,Cinema,207000
Tanner Hall,2015,96,Drama,R,5.7,MOVIE,Cinema,4100
Crimson Peak,2015,119,Dark Romance,R,6.5,MOVIE,Cinema,163000
Smile,2022,115,Psychological Horror,R,6.5,MOVIE,Cinema,212000
A Most Violent Year,2015,125,Crime,R,6.9,MOVIE,Cinema,80000
Smile 2,2024,127,Psychological Horror,R,6.7,MOVIE,Cinema,98000
Fan,2016,142,Action,Not Rated,6.8,MOVIE,Cinema,51000
"My Donkey, My Lover & I",2020,96,Romantic Comedy,Not Rated,6.5,MOVIE,Cinema,4100
American Star,2024,107,Drama,R,5.5,MOVIE,Cinema,2400
Tigers Are Not Afraid,2019,83,Supernatural Horror,Not Rated,6.9,MOVIE,Cinema,9700
Dangal,2016,161,Action,Not Rated,8.3,MOVIE,Cinema,223000
My Boyfriend's Meds,2020,100,Comedy,R,4.6,MOVIE,Cinema,520
Dog Days,2018,113,Comedy,PG,6.2,MOVIE,Cinema,5700
Harriet,2019,125,Docudrama,PG-13,6.7,MOVIE,Cinema,33000
Parallel Policy,2020,0,Documentary,Not Rated,4.6,MOVIE,Cinema,8
If Beale Street Could Talk,2018,119,Drama,R,7.1,MOVIE,Cinema,54000
Diary of a Wimpy Kid: The Long Haul,2017,91,Road Trip,PG,4.3,MOVIE,Cinema,12000
Mr. Church,2016,104,Comedy,PG-13,7.6,MOVIE,Cinema,32000
Terminator: Dark Fate,2019,128,Artificial Intelligence,R,6.2,MOVIE,Cinema,203000
Mrs. Harris Goes to Paris,2022,115,Period Drama,PG,7.1,MOVIE,Cinema,34000
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,99,Computer Animation,PG,7.2,MOVIE,Cinema,72000
Cinderella,2015,105,Fairy Tale,PG,6.9,MOVIE,Cinema,197000
Night School,2018,111,Comedy,PG-13,5.6,MOVIE,Cinema,47000
SuperFly,2018,116,Action,R,5.3,MOVIE,Cinema,7900
Last Night in Soho,2021,116,Giallo,R,7,MOVIE,Cinema,190000
Jurassic World,2015,124,Dinosaur Adventure,PG-13,6.9,MOVIE,Cinema,699000
Desierto,2016,88,Action,R,6.1,MOVIE,Cinema,11000
Queenpins,2021,110,Buddy Comedy,R,6.4,MOVIE,Cinema,27000
Scary Stories to Tell in the Dark,2019,108,Teen Horror,PG-13,6.2,MOVIE,Cinema,89000
Deadpool & Wolverine,2024,128,Buddy Comedy,R,7.6,MOVIE,Cinema,482000
Spectre,2015,148,Globetrotting Adventure,PG-13,6.8,MOVIE,Cinema,479000
The Death of Stalin,2018,107,Dark Comedy,R,7.3,MOVIE,Cinema,120000
Queen of Earth,2015,90,Drama,Not Rated,6.2,MOVIE,Cinema,7200
Stonewall,2015,129,Drama,R,5.4,MOVIE,Cinema,4600
Echo Boomers,2020,94,Action,R,5.3,MOVIE,Cinema,8900
SGT. Will Gardner,2019,125,Action,Not Rated,5.9,MOVIE,Cinema,1300
The Assassin,2015,105,Wuxia,Not Rated,6.3,MOVIE,Cinema,18000
Captain Fantastic,2016,118,Coming-of-Age,R,7.8,MOVIE,Cinema,243000
Monster Hunter,2020,103,Dark Fantasy,PG-13,5.2,MOVIE,Cinema,71000
Trolls,2016,92,Computer Animation,PG,6.4,MOVIE,Cinema,96000
Ex Machina,2015,108,Artificial Intelligence,R,7.7,MOVIE,Cinema,615000
The Infiltrator,2016,127,Drug Crime,R,7,MOVIE,Cinema,82000
Colonia,2016,110,Political Thriller,R,7,MOVIE,Cinema,58000
La civil,2022,140,Drama,Not Rated,7.2,MOVIE,Cinema,1400
The First Purge,2018,97,Dystopian Sci-Fi,R,5.2,MOVIE,Cinema,75000
"I, Tonya",2018,119,Dark Comedy,R,7.5,MOVIE,Cinema,252000
Deadpool 2,2018,119,Dark Comedy,R,7.6,MOVIE,Cinema,708000
High on the Hog,2019,85,Action,R,3.5,MOVIE,Cinema,298
The Kid,2019,100,Biography,R,5.9,MOVIE,Cinema,9900
Kingsman: The Secret Service,2015,129,Gun Fu,R,7.7,MOVIE,Cinema,748000
Color Out of Space,2020,111,Horror,Not Rated,6.1,MOVIE,Cinema,61000
Gunner,2024,106,Action,Not Rated,3.2,MOVIE,Cinema,2400
White Boy Rick,2018,111,Drug Crime,R,6.5,MOVIE,Cinema,46000
Blade Runner 2049,2017,164,Action Epic,R,8,MOVIE,Cinema,708000
The Angry Birds Movie 2,2019,97,Animal Adventure,PG,6.4,MOVIE,Cinema,38000
Alarum,2025,95,Action,R,3.3,MOVIE,Cinema,2200
Victor Frankenstein,2015,110,Steampunk,PG-13,6,MOVIE,Cinema,62000
Emily the Criminal,2022,97,Heist,R,6.7,MOVIE,Cinema,63000
Pinocchio,2022,105,Fairy Tale,PG,5.1,MOVIE,Cinema,44000
Our Brand Is Crisis,2015,107,Political Drama,R,6.1,MOVIE,Cinema,24000
Challengers,2024,131,Psychological Drama,R,7,MOVIE,Cinema,152000
Borg vs. McEnroe,2018,107,Docudrama,R,6.9,MOVIE,Cinema,35000
Missing Link,2019,93,Buddy Comedy,PG,6.7,MOVIE,Cinema,30000
"Hello, My Name Is Doris",2016,90,Satire,R,6.6,MOVIE,Cinema,23000
Escape from Mogadishu,2021,121,Action,TV-14,7,MOVIE,Cinema,7900
Get Out,2017,104,Dark Comedy,R,7.8,MOVIE,Cinema,753000
Winchester,2018,99,Supernatural Horror,PG-13,5.5,MOVIE,Cinema,38000
Happening,2021,100,Drama,R,7.4,MOVIE,Cinema,13000
Indiana Jones and the Dial of Destiny,2023,154,Adventure Epic,PG-13,6.5,MOVIE,Cinema,218000
The Shape of Water,2017,123,Dark Fantasy,R,7.3,MOVIE,Cinema,459000
Burnt,2015,101,Comedy,R,6.6,MOVIE,Cinema,138000
Dungeons & Dragons: Honor Among Thieves,2023,134,Quest,PG-13,7.2,MOVIE,Cinema,257000
Motherless Brooklyn,2019,144,Cop Drama,R,6.8,MOVIE,Cinema,65000
The Outfit,2022,105,Gangster,R,7.2,MOVIE,Cinema,81000
Death on the Nile,2022,127,Whodunnit,PG-13,6.3,MOVIE,Cinema,200000
The Batman,2022,176,Action Epic,PG-13,7.8,MOVIE,Cinema,864000
In the Heights,2021,143,Pop Musical,PG-13,7.2,MOVIE,Cinema,54000
I Feel Pretty,2018,110,Comedy,PG-13,5.7,MOVIE,Cinema,59000
Sing,2016,108,Animal Adventure,PG,7.1,MOVIE,Cinema,202000
Creed,2015,133,Boxing,PG-13,7.6,MOVIE,Cinema,320000
The 5th Wave,2016,112,Alien Invasion,PG-13,5.2,MOVIE,Cinema,121000
My Life as a Zucchini,2017,70,Adult Animation,PG-13,7.8,MOVIE,Cinema,31000
Copshop,2021,107,Action,R,6.2,MOVIE,Cinema,42000
Lazer Team,2016,102,Superhero,PG-13,5.5,MOVIE,Cinema,9600
Wolf Man,2025,103,Body Horror,R,5.6,MOVIE,Cinema,23000
A Dog's Way Home,2019,96,Adventure,PG,6.7,MOVIE,Cinema,21000
Insidious: Chapter 3,2015,97,Supernatural Horror,PG-13,6.1,MOVIE,Cinema,123000
Going in Style,2017,96,Caper,PG-13,6.6,MOVIE,Cinema,95000
Life of the Party,2018,105,Comedy,PG-13,5.6,MOVIE,Cinema,41000
Angel Has Fallen,2019,121,Conspiracy Thriller,R,6.4,MOVIE,Cinema,117000
The Brutalist,2025,216,Epic,R,7.5,MOVIE,Cinema,72000
The SpongeBob Movie: Sponge on the Run,2021,91,Computer Animation,PG,5.9,MOVIE,Cinema,24000
Cake,2015,102,Drama,R,6.4,MOVIE,Cinema,39000
Dictator,2016,155,Action,Not Rated,4,MOVIE,Cinema,777
Once I Was a Beehive,2015,119,Comedy,PG,6.2,MOVIE,Cinema,1400
Jexi,2019,84,Comedy,R,6,MOVIE,Cinema,32000
Keane,2022,100,Drama,R,6.8,MOVIE,Cinema,5900
Black and Blue,2019,108,Conspiracy Thriller,R,6.4,MOVIE,Cinema,28000
Ghost in the Shell,2017,107,Artificial Intelligence,PG-13,6.3,MOVIE,Cinema,233000
Valley of Bones,2017,90,Crime,R,4.2,MOVIE,Cinema,570
"Casanova, Last Love",2019,98,Drama,Not Rated,4.9,MOVIE,Cinema,635
Hell or High Water,2016,102,Contemporary Western,R,7.6,MOVIE,Cinema,264000
Dog,2022,101,Buddy Comedy,PG-13,6.5,MOVIE,Cinema,49000
Southpaw,2015,124,Boxing,R,7.3,MOVIE,Cinema,268000
The Rose Maker,2022,95,Quirky Comedy,Not Rated,6.4,MOVIE,Cinema,1300
Life Itself,2018,117,Drama,R,6.9,MOVIE,Cinema,26000
Hotel Transylvania 2,2015,89,Computer Animation,PG,6.6,MOVIE,Cinema,152000
One Small Hitch,2015,105,Feel-Good Romance,Not Rated,6.5,MOVIE,Cinema,5500
Full Time,2023,88,Drama,Not Rated,7.4,MOVIE,Cinema,6500
Toy Story 4,2019,100,Computer Animation,G,7.6,MOVIE,Cinema,295000
Teen Titans GO! To the Movies,2018,84,Hand-Drawn Animation,PG,6.7,MOVIE,Cinema,23000
The Gift,2015,108,Psychological Thriller,R,7,MOVIE,Cinema,179000
The Ottoman Lieutenant,2017,106,Drama,R,6.4,MOVIE,Cinema,27000
Ága,2019,96,Drama,Not Rated,7.2,MOVIE,Cinema,1600
"Love, Simon",2018,110,Coming-of-Age,PG-13,7.5,MOVIE,Cinema,130000
The Red Ghost,2021,99,Period Drama,Not Rated,6.1,MOVIE,Cinema,2500
Sonic the Hedgehog 3,2024,110,Animal Adventure,PG,6.9,MOVIE,Cinema,54000
The Beasts,2022,137,Drama,Not Rated,7.5,MOVIE,Cinema,23000
Tully,2018,95,Comedy,R,6.9,MOVIE,Cinema,65000
The Inventor,2023,100,Stop Motion Animation,PG,5.7,MOVIE,Cinema,784
Fast Charlie,2023,90,Action,Not Rated,6,MOVIE,Cinema,26000
Rules Don't Apply,2016,127,Comedy,PG-13,5.7,MOVIE,Cinema,12000
The Monkey King 2,2016,119,Action,Not Rated,5.9,MOVIE,Cinema,3600
Fist Fight,2017,91,Raunchy Comedy,R,5.6,MOVIE,Cinema,47000
5 Flights Up,2015,88,Comedy,PG-13,6.2,MOVIE,Cinema,11000
Pan,2015,111,Fairy Tale,PG,5.7,MOVIE,Cinema,68000
Sinister 2,2015,97,Horror,R,5.3,MOVIE,Cinema,64000
Soorma,2018,131,Biography,PG-13,7.3,MOVIE,Cinema,5800
The Film Critic,2015,98,Comedy,Not Rated,6.2,MOVIE,Cinema,700
The Last King,2016,99,Costume Drama,R,6.1,MOVIE,Cinema,7900
Cthulhu,2019,100,Drama,R,4.6,MOVIE,Cinema,2300
The Belko Experiment,2017,89,Dark Comedy,R,6.2,MOVIE,Cinema,63000
The Mule,2018,116,Contemporary Western,R,7,MOVIE,Cinema,160000
X,2022,105,Slasher Horror,R,6.5,MOVIE,Cinema,206000
Proud Mary,2018,89,Action,R,5,MOVIE,Cinema,11000
The Farewell,2019,100,Comedy,PG,7.5,MOVIE,Cinema,74000
Escobar: Paradise Lost,2015,120,Drug Crime,R,6.5,MOVIE,Cinema,24000
Crimes of the Future,2022,107,Body Horror,R,5.8,MOVIE,Cinema,44000
Tiger Zinda Hai,2017,161,Action,Not Rated,5.9,MOVIE,Cinema,35000
What Men Want,2019,117,Comedy,R,5.4,MOVIE,Cinema,33000
The Salvation,2015,92,Action,R,6.7,MOVIE,Cinema,45000
The Secret Life of Pets,2016,86,Animal Adventure,PG,6.5,MOVIE,Cinema,226000
Land of Bad,2024,113,Action,R,6.6,MOVIE,Cinema,50000
Yesterday,2019,116,Feel-Good Romance,PG-13,6.8,MOVIE,Cinema,175000
Bright Ones,2019,82,Musical,PG,7.8,MOVIE,Cinema,59
The Forever Purge,2021,103,Contemporary Western,R,5.4,MOVIE,Cinema,46000
An Inconvenient Sequel: Truth to Power,2017,98,Documentary,PG,6.6,MOVIE,Cinema,8500
Santosh,2024,128,Crime,R,7,MOVIE,Cinema,1500
Day Zero,2022,92,Drama,R,5.9,MOVIE,Cinema,3000
Equals,2016,101,Dark Romance,PG-13,6,MOVIE,Cinema,34000
The Unknown Girl,2017,113,Psychological Drama,Not Rated,6.5,MOVIE,Cinema,11000
Swiss Army Man,2016,97,Buddy Comedy,R,6.9,MOVIE,Cinema,137000
Boo 2! A Madea Halloween,2017,101,Comedy,PG-13,4,MOVIE,Cinema,5500
Mother's Day,2016,118,Feel-Good Romance,PG-13,5.7,MOVIE,Cinema,41000
Baar Baar Dekho,2016,141,Drama,Not Rated,5.4,MOVIE,Cinema,7900
Horizon: An American Saga - Chapter 1,2024,181,Epic,R,6.7,MOVIE,Cinema,39000
Force of Nature,2020,91,Action,R,4.6,MOVIE,Cinema,14000
Lucy in the Sky,2019,124,Drama,R,4.9,MOVIE,Cinema,9000
The Fall Guy,2024,126,Action,PG-13,6.8,MOVIE,Cinema,217000
JCVD,2019,97,Dark Comedy,R,7,MOVIE,Cinema,41000
Kaashmora,2016,163,Action,Not Rated,5.6,MOVIE,Cinema,2100
Let the Little Light Shine,2022,86,Documentary,Not Rated,7.4,MOVIE,Cinema,34
The Forgotten Battle,2021,124,Action,TV-MA,7.1,MOVIE,Cinema,39000
Peggy Guggenheim: Art Addict,2015,96,Biography,Not Rated,7.2,MOVIE,Cinema,889
My All-American,2015,118,Football,PG,7.2,MOVIE,Cinema,8600
Steve Jobs,2015,122,Docudrama,R,7.2,MOVIE,Cinema,183000
The Heart of Man,2017,76,Documentary,PG-13,8.2,MOVIE,Cinema,568
Smoking Causes Coughing,2023,77,Quirky Comedy,Not Rated,6.5,MOVIE,Cinema,5800
The Pope's Exorcist,2023,103,Supernatural Horror,R,6.1,MOVIE,Cinema,95000
