title,release_year,genres,budget,revenue,roi,imdb_score
Mike and Dave Need Wedding Dates,2016,Romantic Comedy,33000000,77068246,1.34,6
The Woman in Black 2: Angel of Death,2015,Drama,15000000,48854305,2.26,4.8
Ip Man 3,2015,Kung Fu,36000000,157029618,3.36,7
Father Figures,2017,Comedy,25000000,25701244,0.03,5.5
Don't Breathe,2016,Psychological Horror,9900000,157761002,14.94,7.1
Miss Peregrine's Home for Peculiar Children,2016,Dark Fantasy,110000000,296482446,1.7,6.7
What Happened Last Night,2016,Comedy,800000,10844,-0.99,3.5
Tesla,2020,Biography,5000000,459051,-0.91,5.1
Venom: The Last Dance,2024,Alien Invasion,120000000,478931196,2.99,6
The Apparition,2018,Drama,8900000,3562793,-0.6,6.3
November,2018,Folk Horror,1450000,19084,-0.99,7.1
Victoria & Abdul,2017,Costume Drama,21000000,66558465,2.17,6.8
Wendy,2020,Drama,6000000,235016,-0.96,5.7
About Dry Grasses,2024,Drama,3500000,2305695,-0.34,7.7
Arctic,2019,Survival,2000000,4165776,1.08,6.8
Cold Blood,2019,Action,2700000,1009888,-0.63,4.7
La boda de Valentina,2018,Comedy,47900000,11021794,-0.77,4.7
RRR,2022,Action Epic,3500000000,166602994,-0.95,7.8
MaXXXine,2024,Serial Killer,1000000,22057160,21.06,6.3
Novocaine,2025,Dark Comedy,18000000,21969464,0.22,6.8
Corsage,2023,Biography,7500000,3110623,-0.59,6.5
Mine 9,2020,Drama,350000,226421,-0.35,6
The Promised Land,2023,Epic,8500000,2246680,-0.74,7.7
One of Them Days,2025,Buddy Comedy,14000000,51092296,2.65,6.6
Evil Dead Rise,2023,Body Horror,12000000,147033054,11.25,6.5
Operation Red Sea,2018,Action,70000000,579330426,7.28,6.6
Everybody Wants Some!!,2016,Comedy,10000000,4644472,-0.54,6.9
Serena,2015,Drama,30000000,5092129,-0.83,5.4
The Wild Robot,2024,Artificial Intelligence,78000000,333165945,3.27,8.2
Love the Coopers,2015,Comedy,17000000,42426912,1.5,5.8
Furie,2019,Martial Arts,1000000,5756185,4.76,6.3
The Nut Job 2: Nutty by Nature,2017,Animal Adventure,40000000,68743485,0.72,5.5
The Beguiled,2017,Period Drama,10500000,27869129,1.65,6.3
Guy Ritchie's the Covenant,2023,Action Epic,55000000,21948551,-0.6,7.5
Downsizing,2017,Drama,68000000,55003890,-0.19,5.8
The Power of the Dog,2021,Period Drama,35000000,271009,-0.99,6.8
Battle of Memories,2017,Fantasy,22000000,43892362,1,6.4
"Rabin, the Last Day",2015,Drama,4600000,28411,-0.99,6.1
Jigsaw,2017,Splatter Horror,10000000,102952888,9.3,5.7
News of the World,2020,Quest,38000000,12668325,-0.67,6.8
Bad Moms,2016,Slapstick,20000000,183936074,8.2,6.2
Sing 2,2021,Animal Adventure,85000000,408402685,3.8,7.3
King Arthur: Legend of the Sword,2017,Action Epic,175000000,149175066,-0.15,6.7
Heart of Champions,2021,Drama,5000000,37000,-0.99,6
Mississippi Grind,2015,Buddy Comedy,6000000,422746,-0.93,6.4
By the Grace of God,2019,True Crime,6000000,7755652,0.29,7.2
Happy End,2017,Dark Comedy,12034009,2610794,-0.78,6.6
Holmes & Watson,2018,Buddy Comedy,42000000,40466970,-0.04,3.9
Rapid Response,2019,Documentary,150000,13294,-0.91,8.1
Maestro,2023,Docudrama,80000000,383532,-1,6.5
The Fabelmans,2022,Coming-of-Age,40000000,45614213,0.14,7.5
1945,2017,Drama,1467000,1240738,-0.15,7.1
Araby,2018,Drama,500000,38399,-0.92,7.3
Dark Feathers: Dance of the Geisha,2024,Drama,460000,38254,-0.92,6.2
Water Gate Bridge,2022,Action Epic,200000000,626571697,2.13,5.6
Dunkirk,2017,Action Epic,100000000,533696799,4.34,7.8
The Treasure,2016,Comedy,900000,82392,-0.91,6.7
Ouija: Origin of Evil,2016,Drama,9000000,81705746,8.08,6.2
The Kill Room,2023,Comedy,6500000,994105,-0.85,5.5
The Age of Shadows,2016,Action,8620000,54491162,5.32,7.1
Pokémon: Detective Pikachu,2019,Buddy Comedy,150000000,450063166,2,6.5
Joker,2019,Psychological Drama,55000000,1078958629,18.62,8.3
Making the Five Heartbeats,2018,Documentary,280000,67415,-0.76,9
The Darkest Minds,2018,Superhero,34000000,41142379,0.21,5.7
The Lost City,2022,Jungle Adventure,68000000,192907684,1.84,6.1
Thanksgiving,2023,Slasher Horror,15000000,46553280,2.1,6.2
Speak No Evil,2024,Psychological Drama,15000000,76756109,4.12,6.8
Rock Dog,2017,Computer Animation,60000000,23270926,-0.61,6
Fifty Shades of Grey,2015,Erotic Thriller,40000000,569651467,13.24,4.2
Juror #2,2024,Legal Drama,30000000,24800000,-0.17,7
Never Look Away,2018,Biography,18000000,6193234,-0.66,7.7
Being Charlie,2016,Drama,3000000,32964,-0.99,6.2
A Secret Promise,2021,Comedy,5000000,39493,-0.99,5.3
Land of Mine,2015,Psychological Drama,35500000,3169553,-0.91,7.8
Let the Sunshine In,2017,Comedy,2978000,4192590,0.41,6
Skyscraper,2018,Disaster,125000000,304870828,1.44,5.8
Adventures in Success,2021,Comedy,100000,3695,-0.96,4
Psycho Goreman,2020,Dark Comedy,1500000,95384,-0.94,6.3
Maps to the Stars,2015,Satire,15000000,4510934,-0.7,6.2
Trick 'r Treat,2015,Dark Comedy,12000000,1143,-1,6.7
Finding Your Feet,2018,Comedy,5400000,15775555,1.92,6.8
The Killer,2024,Action,30000000,318618,-0.99,5.7
The Commuter,2018,Conspiracy Thriller,30000000,119942434,3,6.3
The Rescue,2020,Action,86500000,64237554,-0.26,6
Fifty Shades of Black,2016,Parody,5000000,22227514,3.45,3.5
When the Bough Breaks,2016,Erotic Thriller,10000000,30658387,2.07,5.2
Charlie's Angels,2019,Action,48000000,73279888,0.53,5
Denial,2016,Biography,10000000,7994527,-0.2,6.8
Eddie the Eagle,2016,Adventure,23000000,46152800,1.01,7.3
Annabelle Comes Home,2019,Supernatural Horror,30000000,231252591,6.71,5.9
Serenity,2019,Drama,25000000,14454622,-0.42,5.4
The Spy Who Dumped Me,2018,Buddy Cop,40000000,75339459,0.88,6
The Intern,2015,Workplace Drama,35000000,194764672,4.56,7.1
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,Dark Comedy,84500000,205537933,1.43,6.1
Jumanji: Welcome to the Jungle,2017,Body Swap Comedy,90000000,962544585,9.69,7
The Count of Monte-Cristo,2024,Period Drama,42900000,77547709,0.81,7.6
Putin,2025,Biography,15000000,406786,-0.97,3.1
Hotel Artemis,2018,Dark Comedy,15000000,13313581,-0.11,6.1
IF,2024,Computer Animation,110000000,190535708,0.73,6.4
Predestination,2015,Time Travel,5100000,4942449,-0.03,7.4
Wish Upon,2017,Drama,12000000,23468586,0.96,5.1
Bilal: A New Breed of Hero,2018,Action,30000000,3830832,-0.87,7.6
The Connection,2015,True Crime,26000000,12062441,-0.54,7.1
Paddington in Peru,2025,Animal Adventure,90000000,190457525,1.12,6.7
Dunki,2023,Action,1200000000,15473051,-0.99,6.5
Minari,2021,Docudrama,2000000,15288578,6.64,7.4
Voyagers,2021,Dystopian Sci-Fi,29000000,4298184,-0.85,5.5
Louder Than Bombs,2015,Psychological Drama,11000000,1160724,-0.89,6.6
Gemini Man,2019,Conspiracy Thriller,138000000,173469516,0.26,5.7
Girls Trip,2017,Raunchy Comedy,19000000,140552359,6.4,6.2
The Green Inferno,2015,Folk Horror,5000000,12666449,1.53,5.4
La La Land,2016,Pop Musical,30000000,509183536,15.97,8
Retribution,2023,Car Action,20000000,18685751,-0.07,5.3
The Rental,2020,Psychological Drama,3500000,4311042,0.23,5.7
The Midwife,2017,Drama,6789000,7286136,0.07,6.7
Champion,2017,Motorsport,500000,175232,-0.65,6.3
Live by Night,2017,Dark Comedy,65000000,22778555,-0.65,6.4
High Life,2019,Drama,8000000,2133033,-0.73,5.7
Jungle Cruise,2021,High-Concept Comedy,200000000,220889446,0.1,6.6
Y2K,2024,Artificial Intelligence,15000000,4446596,-0.7,4.8
Good Boys,2019,Coming-of-Age,20000000,111173598,4.56,6.7
Summer of 85,2021,Teen Drama,6138000,3610818,-0.41,6.9
A Gentleman,2017,Action,600000000,3438746,-0.99,6.3
Show Dogs,2018,Adventure,5500000,39156854,6.12,4
The Mauritanian,2021,Conspiracy Thriller,14000000,7527030,-0.46,7.5
Imagining the Indian,2022,Documentary,1630500,1380,-1,2.9
Badland,2023,Action,10000000,25309,-1,6.2
The Lego Ninjago Movie,2017,Computer Animation,70000000,123764177,0.77,6.1
100 dni do matury,2025,Action,18000000,3856479,-0.79,5.4
Hostiles,2018,Period Drama,39000000,35669017,-0.09,7.2
Remember,2015,Drama,13000000,4235959,-0.67,7.5
Winnie-the-Pooh: Blood and Honey,2023,B-Horror,100000,7717044,76.17,2.9
Unsullied,2015,Action,375000,510957,0.36,4
Battle for Incheon: Operation Chromite,2016,Action,12620000,2749918,-0.78,6.2
Indian 2,2024,Action,2000000000,1883599,-1,3.8
Till,2022,Docudrama,33000000,11498884,-0.65,7.2
The Jungle Book,2016,Animal Adventure,175000000,967724775,4.53,7.3
Cats,2019,Pop Musical,95000000,75558925,-0.2,2.8
The Hunger Games: Mockingjay - Part 2,2015,Dystopian Sci-Fi,160000000,661456867,3.13,6.6
Ben Is Back,2018,Drama,13000000,10134204,-0.22,6.7
The Tomorrow War,2021,Alien Invasion,200000000,14400000,-0.93,6.6
The Captain,2018,Drama,5800000,1197218,-0.79,7.3
Back to Black,2024,Docudrama,30000000,51026615,0.7,6.3
It,2017,Monster Horror,35000000,704242888,19.12,7.3
DogMan,2024,Action,21000000,4357573,-0.79,6.8
The Sun Is Also a Star,2019,Drama,9000000,6750029,-0.25,5.9
Mother!,2017,Psychological Drama,30000000,44516999,0.48,6.6
Dara of Jasenovac,2021,Drama,3600000,52786,-0.99,8.1
Fifty Shades Darker,2017,Steamy Romance,55000000,381545846,5.94,4.6
One Cut of the Dead,2019,Found Footage Horror,3000000,27590180,8.2,7.6
Reagan,2024,Docudrama,25000000,30107173,0.2,6.2
Red Rocket,2021,Comedy,1100000,2316004,1.11,7.1
Every Thing Will Be Fine,2015,Drama,12000000,554953,-0.95,5.5
Paranormal Activity: The Ghost Dimension,2015,Found Footage Horror,10000000,78903124,6.89,4.6
Fantastic Beasts and Where to Find Them,2016,Supernatural Fantasy,180000000,816037575,3.53,7.2
3 Generations,2016,Drama,5000000,680351,-0.86,6
American Assassin,2017,One-Person Army Action,33000000,67234188,1.04,6.2
The Alto Knights,2025,Docudrama,45000000,5853214,-0.87,5.9
Only the Animals,2021,Heist,5000000,903797,-0.82,7.1
Last Christmas,2019,Holiday Comedy,25000000,123446172,3.94,6.5
Kevin Hart: What Now?,2016,Stand-Up,9900000,23591043,1.38,6
The Whale,2022,Epic,10000000,57615635,4.76,7.6
Youth,2015,Comedy,12300000,23469540,0.91,7.3
Risen,2016,Historical Epic,20000000,46771565,1.34,6.3
Gunpowder Milkshake,2021,Dark Comedy,30000000,1015760,-0.97,6.1
The Kashmir Files,2022,Political Drama,200000000,24821898,-0.88,8.5
The Shack,2017,Drama,20000000,96942115,3.85,6.3
Greenland,2020,Disaster,34000000,52300000,0.54,6.4
Blinded by the Light,2019,Coming-of-Age,15000000,18601145,0.24,6.9
Song of Granite,2017,Biography,1300000,21349,-0.98,6.6
Run the Race,2019,Football,2500000,6424420,1.57,6
Without Getting Killed or Caught,2021,Documentary,500000,59591,-0.88,7.9
F9: The Fast Saga,2021,Action Epic,200000000,726229501,2.63,5.2
Mechanic: Resurrection,2016,Action,40000000,125729635,2.14,5.7
Rough Night,2017,Raunchy Comedy,20000000,47347283,1.37,5.2
The Resurrection of Gavin Stone,2017,Comedy,2000000,2308355,0.15,6.3
Kajolrekha,2024,Fantasy,456000,23687,-0.95,6.3
"Confess, Fletch",2022,Bumbling Detective,20000000,656613,-0.97,6.4
The Lucky Man,2018,Action,1000000,25015,-0.97,4.7
"No God, No Master",2015,Political Drama,6000000,6796,-1,5.9
John Wick: Chapter 4,2023,Action Epic,100000000,440180275,3.4,7.6
Star Wars: Episode VIII - The Last Jedi,2017,Action Epic,317000000,1334407706,3.21,6.9
Aloft,2015,Psychological Drama,8000000,270971,-0.97,5.3
The Boss Baby: Family Business,2021,Computer Animation,82000000,146745280,0.79,5.9
Call Me by Your Name,2018,Coming-of-Age,4000000,67446279,15.86,7.8
Arrival,2016,Alien Invasion,47000000,212758656,3.53,7.9
Lady Macbeth,2017,Dark Romance,500000,5343632,9.69,6.8
Kaptaan,2016,Comedy,60000000,296715,-1,6.2
Black Irish,2021,Drama,3000000,6900,-1,6.9
The Promise,2017,Action,90000000,12448676,-0.86,6.1
Afraid,2024,Artificial Intelligence,12000000,12977758,0.08,5.2
The Gravedigger,2022,Horror,50000,4726,-0.91,4.1
The Longest Ride,2015,Drama,34000000,62944815,0.85,7
Crazy Rich Asians,2018,Feel-Good Romance,30000000,239343729,6.98,6.9
Harbin,2025,Spy,3E+11,33469148,-1,6.4
Foxcatcher,2015,Docudrama,24000000,19206513,-0.2,7
A Beautiful Day in the Neighborhood,2019,Docudrama,25000000,67925733,1.72,7.2
The Hand of God,2021,Drama,13049974,167909,-0.99,7.3
Guillermo del Toro's Pinocchio,2022,Dark Fantasy,35000000,109846,-1,7.6
All I See Is You,2017,Drama,30000000,678150,-0.98,5.4
Fantastic Four,2015,Superhero,120000000,167882881,0.4,4.3
Nightmare Alley,2021,Psychological Thriller,60000000,39629195,-0.34,7
Ladrones,2015,Comedy,3000000,3504414,0.17,5
Return to Dust,2022,Drama,2000000,911530,-0.54,7.6
Devara Part 1,2024,Action Epic,36500000,7361414,-0.8,6
Now You See Me 2,2016,Caper,90000000,334897606,2.72,6.4
Kindred,2020,Drama,3000000,58448,-0.98,5
Fahrenheit 11/9,2018,Political Documentary,5000000,6674168,0.33,7.2
30 Years of Garbage: The Garbage Pail Kids Story,2017,Documentary,75000,27739,-0.63,6.8
Glass Onion,2022,Cozy Mystery,40000000,13280000,-0.67,7.1
Assassination Nation,2018,Dark Comedy,7000000,2584988,-0.63,6
The Last Dalai Lama?,2017,Documentary,900000,145524,-0.84,7.5
Unsane,2018,Psychological Drama,1500000,14293601,8.53,6.4
Zootopia,2016,Animal Adventure,150000000,1025521689,5.84,8
Welcome to Marwen,2018,Biography,39000000,13061491,-0.67,6.2
The Contractor,2022,Conspiracy Thriller,50000000,2122288,-0.96,5.8
Anatomy of a Fall,2024,Legal Drama,6200000,36051506,4.81,7.6
Madame Web,2024,Psychological Thriller,80000000,100498764,0.26,4
Heart Eyes,2025,Dark Comedy,18000000,32935391,0.83,6.1
Because of Grácia,2017,Comedy,1200000,90878,-0.92,5.5
The Foreigner,2017,Martial Arts,35000000,145418070,3.15,7
Overlord,2018,Body Horror,38000000,41657844,0.1,6.6
Die Alone,2024,Zombie Horror,7000000,8504,-1,5.7
Boogie Woogie,2017,Comedy,6000000,48411,-0.99,5.1
Playmobil: The Movie,2019,Adventure Epic,63000000,16383278,-0.74,4.9
Life,2017,Space Sci-Fi,58000000,100541806,0.73,6.6
"The Things We Say, the Things We Do",2020,Comedy,3360000,2506839,-0.25,6.9
The Wave,2015,Disaster,6000000,12975143,1.16,6.6
Cow,2022,Documentary,600000,68182,-0.89,7.1
Inferno,2016,Action,75000000,220021259,1.93,6.2
The Brand New Testament,2015,Dark Comedy,8555500,15709652,0.84,7.1
A Man Called Ove,2016,Comedy,4000000,30726624,6.68,7.7
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2015,Dark Comedy,6300000,51167572,7.12,7
Peninsula,2020,Zombie Horror,16000000,42698327,1.67,5.5
Hotel Transylvania 3: Summer Vacation,2018,Computer Animation,80000000,541504608,5.77,6.3
El Chicano,2019,Superhero,8000000,1404646,-0.82,5.4
Rodin,2017,Biography,5348095,2413672,-0.55,5
Ittefaq,2017,Mystery,290000000,2520487,-0.99,7.2
Money Monster,2016,Conspiracy Thriller,27000000,93282604,2.45,6.5
Being 17,2016,Drama,5500000,2050766,-0.63,7.2
Widows,2018,Heist,42000000,75984700,0.81,6.8
Kidnapped: The Abduction of Edgardo Mortara,2024,Period Drama,13000000,4138472,-0.68,7
Shaun the Sheep Movie,2015,Animal Adventure,25000000,110549295,3.42,7.3
Kathy Griffin: A Hell of a Story,2019,Stand-Up,50000,208907,3.18,6.4
On Fire,2023,Drama,4000000,245325,-0.94,5.2
SK1,2015,True Crime,5290000,2573400,-0.51,6.6
Sputnik,2020,Monster Horror,190000000,354023,-1,6.4
Tag,2018,Action,28000000,78230625,1.79,6.5
Compadres,2016,Action,3000000,7353544,1.45,4.8
Unforgettable,2017,Psychological Thriller,12000000,17768012,0.48,5.1
Despicable Me 3,2017,Buddy Comedy,80000000,1034800131,11.94,6.3
Armageddon Time,2022,Coming-of-Age,15000000,6538820,-0.56,6.5
Twenty Two,2017,Crime,3800000,26289378,5.92,7.4
The Holdovers,2023,Holiday Comedy,13000000,45737744,2.52,7.9
Aquaman,2018,Globetrotting Adventure,160000000,1152028393,6.2,6.8
Frozen II,2019,Computer Animation,150000000,1453683476,8.69,6.8
Spider-Man: Far from Home,2019,Superhero,160000000,1132705055,6.08,7.4
The Battle at Lake Changjin,2021,Action Epic,200000000,902548476,3.51,5.5
"McFarland, USA",2015,Biography,17000000,45710059,1.69,7.4
Resident Evil: The Final Chapter,2017,One-Person Army Action,40000000,312242626,6.81,5.5
Invasion,2020,Action,650000000,16653687,-0.97,5.6
It Comes at Night,2017,Drama,5000000,19735344,2.95,6.1
Hot Pursuit,2015,Dark Comedy,35000000,51680201,0.48,5.1
The Bad Batch,2017,Dystopian Sci-Fi,6000000,201890,-0.97,5.2
Saaho,2019,Action Epic,3500000000,5708522,-1,5.1
The Eight Hundred,2020,War Epic,80000000,461421559,4.77,6.7
10 Days with Dad,2020,Comedy,8500000,9472077,0.11,5.4
Renfield,2023,Dark Comedy,65000000,26493921,-0.59,6.4
Daddy's Home,2015,Buddy Comedy,50000000,242786137,3.86,6.2
Kingdom of the Planet of the Apes,2024,Dystopian Sci-Fi,160000000,397378150,1.48,6.9
Guitar Lessons,2022,Comedy,500000,162310,-0.68,7.2
Blair Witch,2016,Found Footage Horror,5000000,45173154,8.03,5
Racer and the Jailbird,2018,Tragedy,8000000,400026,-0.95,6.3
The Wonders,2015,Drama,2500000,2836034,0.13,6.7
47 Meters Down: Uncaged,2019,Teen Horror,12000000,47582563,2.97,5
Wunderschöner,2025,Comedy,8000000,12332967,0.54,7.6
Mad Max: Fury Road,2015,Action Epic,150000000,380437267,1.54,8.1
Spirit Untamed,2021,Computer Animation,30000000,42717215,0.42,5.5
Black Bag,2025,Spy,50000000,25041020,-0.5,7.3
The Grinch,2018,Computer Animation,75000000,539294964,6.19,6.4
The D Train,2015,Comedy,3000000,774780,-0.74,5.1
Hacker,2016,Crime,2000000,11239,-0.99,6.1
The Irishman,2019,Docudrama,159000000,968853,-0.99,7.8
Can You Ever Forgive Me?,2018,Docudrama,10000000,12442161,0.24,7.1
2 Hearts,2020,Feel-Good Romance,15000000,1349286,-0.91,6.3
Bang! Bang!,2020,Action,100000,6390,-0.94,4
The Emoji Movie,2017,Computer Animation,50000000,217776646,3.36,3.4
Late Night,2019,Comedy,4000000,22386555,4.6,6.5
Dog Man,2025,Animal Adventure,40000000,130234395,2.26,6.3
Power Rangers,2017,Superhero,100000000,142337240,0.42,5.9
The Eight Mountains,2022,Drama,7687148,11374298,0.48,7.7
Nerve,2016,Cyber Thriller,19000000,85251425,3.49,6.5
Valerian and the City of a Thousand Planets,2017,Space Sci-Fi,177200000,225973340,0.28,6.4
The Stones and Brian Jones,2024,Biography,260000,95767,-0.63,7
Joker: Folie à Deux,2024,Jukebox Musical,190000000,207500287,0.09,5.2
My Mother,2016,Drama,7000000,7723656,0.1,6.8
Alien: Romulus,2024,Monster Horror,80000000,350865342,3.39,7.1
Ghostbusters,2016,Slapstick,144000000,229147509,0.59,6.8
George Takei's Allegiance,2016,Musical,1000000,902012,-0.1,8.4
The Whistleblower,2019,Action,50000000,7505141,-0.85,5.1
Chip 'n Dale: Rescue Rangers,2022,Buddy Comedy,70000000,623190,-0.99,6.9
Book Club: The Next Chapter,2023,Romantic Comedy,20000000,29014500,0.45,5.6
The Mermaid,2016,Comedy,60720000,553810228,8.12,6.2
Unplanned,2019,Workplace Drama,6000000,21585326,2.6,5.5
Mid90s,2018,Coming-of-Age,1700000,9303022,4.47,7.4
Silver Skates,2020,Period Drama,500000000,7099734,-0.99,7.1
The Man Who Killed Don Quixote,2019,Adventure,17000000,2433457,-0.86,6.3
Andy Irons: Kissed by God,2018,Documentary,2000000,430393,-0.78,8.1
The DUFF,2015,Teen Comedy,8500000,43709744,4.14,6.4
Kubo and the Two Strings,2016,Adventure Epic,60000000,76249438,0.27,7.7
Caveat,2021,Horror,250000,78665,-0.69,5.9
Lost in Paris,2017,Slapstick,2100000,2087225,-0.01,6.3
Transformers: The Last Knight,2017,Action,217000000,605425157,1.79,5.2
Operation Mekong,2016,True Crime,30200000,173839072,4.76,6.5
Keep Watching,2017,Horror,5000000,94178,-0.98,4.3
Conclave,2024,Conspiracy Thriller,20000000,112062067,4.6,7.4
On the Basis of Sex,2019,Biography,20000000,38755968,0.94,7.1
Before the Sunset,2023,Drama,390000000,1437706,-1,7
Same Kind of Different as Me,2017,Biography,15000000,6423605,-0.57,6.6
Asterix: The Secret of the Magic Potion,2018,Computer Animation,33700000,48278943,0.43,6.7
Ready Player One,2018,Cyberpunk,175000000,607874422,2.47,7.4
The One,2022,Period Drama,120121813,5265085,-0.96,5.9
T2 Trainspotting,2017,Dark Comedy,18000000,41681746,1.32,7.1
Tomb Raider,2018,Globetrotting Adventure,94000000,274950803,1.93,6.3
Red Notice,2021,Action,200000000,178143,-1,6.3
Ticket to Paradise,2022,Romantic Comedy,60000000,168770985,1.81,6.1
The Mouse Trap,2024,B-Horror,800000,60595,-0.92,2.5
The Danish Girl,2016,Biography,15000000,64191523,3.28,7.1
Five Nights at Freddy's,2023,Supernatural Horror,20000000,291493620,13.57,5.4
Eva,2015,Drama,7000000,1292789,-0.82,6.6
All Saints,2017,Drama,2000000,5944974,1.97,6.3
I Can,2023,Drama,100000,233110,1.33,6.2
Uri: The Surgical Strike,2019,Action Epic,450000000,39346577,-0.91,8.2
Jeepers Creepers III,2017,B-Horror,6200000,4017852,-0.35,3.9
The Shallows,2016,Drama,17000000,119100758,6.01,6.3
The Transporter Refueled,2015,Action,24926736,72629670,1.91,5.2
Paulo Coelho's Best Story,2015,Docudrama,12500000,618369,-0.95,5.6
The Call,2020,Horror,1500000,1591194,0.06,4.2
Journal d'une femme de chambre,2015,Drama,6500000,1972062,-0.7,5.5
Dumbo,2019,Animal Adventure,170000000,353284621,1.08,6.3
10 Cloverfield Lane,2016,Psychological Horror,15000000,110216998,6.35,7.2
Old Fashioned,2015,Drama,600000,1914090,2.19,5
Big George Foreman,2023,Docudrama,32000000,6031202,-0.81,6.6
Wonder Woman 1984,2020,Superhero,200000000,169601036,-0.15,5.4
Logan Lucky,2017,Caper,29000000,48453605,0.67,7
Ruby Gillman: Teenage Kraken,2023,Computer Animation,70000000,45657745,-0.35,5.7
Allied,2016,Period Drama,85000000,119520023,0.41,7.1
A Nice Girl Like You,2020,Romantic Comedy,2300000,771222,-0.66,5.2
Mandibles,2021,Dark Comedy,4900000,2044742,-0.58,6.6
Debt Collectors,2020,Buddy Comedy,2300000,26976,-0.99,5.8
Gods of Egypt,2016,Desert Adventure,140000000,150680864,0.08,5.4
Jurassic World: Fallen Kingdom,2018,Dinosaur Adventure,170000000,1310469037,6.71,6.1
The Forecaster,2015,Biography,860000,10824,-0.99,6.7
Wonder Wheel,2017,Drama,25000000,15889124,-0.36,6.2
Cop Car,2015,Crime,800000,143658,-0.82,6.3
Bridget Jones's Baby,2016,Romantic Comedy,35000000,211952420,5.06,6.4
Range 15,2016,Action,1000000,621738,-0.38,4
The Nice Guys,2016,Buddy Cop,50000000,71261763,0.43,7.4
Avengers: Age of Ultron,2015,Artificial Intelligence,250000000,1405018048,4.62,7.3
Custody,2018,Drama,3100000,3790360,0.22,7.5
Talk to Me,2023,Supernatural Horror,4500000,91959188,19.44,7.1
The Bob's Burgers Movie,2022,Adult Animation,38000000,34148750,-0.1,7
The Diary of a Teenage Girl,2015,Coming-of-Age,2000000,1775133,-0.11,6.8
Boiling Point,2022,Workplace Drama,820000,1426916,0.74,7.5
Black Adam,2022,Superhero,195000000,393452111,1.02,6.2
Wonders of the Sea,2019,Documentary,9200000,279415,-0.97,6.7
A Monster Calls,2017,Dark Fantasy,43000000,47309313,0.1,7.4
The Conjuring 2,2016,Supernatural Horror,40000000,322811702,7.07,7.3
Warcraft,2016,Dark Fantasy,160000000,439048914,1.74,6.7
Creation of the Gods I: Kingdom of Storms,2023,Costume Drama,800000000,373021923,-0.53,6.7
Blink Twice,2024,Psychological Thriller,20000000,48093906,1.4,6.5
Train to Busan,2016,Tragedy,10000000000,92767524,-0.99,7.6
I,2015,Action,12500000,3200113,-0.74,7.4
Venom: Let There Be Carnage,2021,Kaiju,110000000,506813864,3.61,5.9
Your Name.,2017,Anime,370000000,405340703,0.1,8.4
The Boys in the Boat,2023,Coming-of-Age,40000000,55501365,0.39,7
Race,2016,Docudrama,35000000,25070261,-0.28,7.1
Red Sparrow,2018,Psychological Thriller,69000000,151572634,1.2,6.6
Magic Mike XXL,2015,Comedy,14800000,122613057,7.28,5.6
A Quiet Place,2018,Alien Invasion,17000000,340955294,19.06,7.5
Born in China,2017,Nature Documentary,10000000,25081168,1.51,7.2
Shut In,2016,Drama,10000000,13082071,0.31,4.8
Midsommar,2019,Dark Comedy,9000000,48498408,4.39,7.1
Ordinary Angels,2024,Biography,13000000,20571534,0.58,7.4
Daaaaaali!,2024,Comedy,6700000,3876614,-0.42,6.6
Vivarium,2020,Suspense Mystery,4000000,487625,-0.88,5.9
Far from Men,2015,Drama,7700000,1141433,-0.85,7.2
Ferrari,2023,Docudrama,110000000,43601123,-0.6,6.4
Companion,2025,Artificial Intelligence,10000000,36709101,2.67,7
Bad Boys: Ride or Die,2024,Action Epic,100000000,404550184,3.05,6.5
The Spy Behind Home Plate,2019,Documentary,1500000,519525,-0.65,6.9
Wonder Woman,2017,Superhero,149000000,823970682,4.53,7.3
Ride Along 2,2016,Buddy Cop,40000000,124608438,2.12,5.9
The Curse of La Llorona,2019,Folk Horror,9000000,123233739,12.69,5.3
I See You,2019,Psychological Horror,3000000,1194369,-0.6,6.8
Their Finest,2017,Showbiz Drama,10000000,12597262,0.26,6.8
The Secret Life of Pets 2,2019,Animal Adventure,80000000,431164459,4.39,6.4
Phoenix Forgotten,2017,Found Footage Horror,2800000,3697729,0.32,5.4
Star Wars: Episode IX - The Rise of Skywalker,2019,Action Epic,275000000,1077022372,2.92,6.4
Poltergeist,2015,Supernatural Horror,35000000,95437994,1.73,4.9
Strangerland,2015,Drama,10000000,111107,-0.99,5.2
The Brothers Grimsby,2016,Buddy Cop,35000000,27979040,-0.2,6.2
Azrael,2024,Monster Horror,12000000,666611,-0.94,5.4
Mickey 17,2025,Alien Invasion,118000000,110750369,-0.06,7
Meg 2: The Trench,2023,Kaiju,129000000,397800317,2.08,5
Mustang,2015,Drama,1300000,5274664,3.06,7.6
Arthur the King,2024,Extreme Sport,19000000,40856831,1.15,7
We Are Your Friends,2015,Drama,2000000,10348732,4.17,6.2
Beyond the Farthest Star,2015,Drama,500000,31433,-0.94,6.7
Suburbicon,2017,Dark Comedy,25000000,12768857,-0.49,5.8
Jawan,2023,Action Epic,3500000000,28499044,-0.99,6.9
Midnight Special,2016,Drama,18000000,7112282,-0.6,6.6
The Northman,2022,Action Epic,90000000,69633110,-0.23,7
